,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
271,Makakilo City,40,US,1567724118,52,21.35,-158.09,91.4,11.41
272,Fengcheng,100,CN,1567724118,93,40.45,124.07,69.35,2.06
273,Conceicao do Mato Dentro,17,BR,1567724118,82,-19.04,-43.42,67.19,5.59
274,Tucumcari,1,US,1567724118,17,35.17,-103.73,95.0,13.87
275,Bowen,0,AU,1567724119,55,-20.01,148.25,77.0,6.24
276,Surt,0,LY,1567724119,72,31.21,16.59,78.89,3.98
277,Kirovskiy,100,RU,1567724119,89,45.09,133.51,67.55,4.41
278,Karratha,0,AU,1567724119,35,-20.74,116.85,66.47,1.95
279,Hofn,86,IS,1567724120,96,64.25,-15.21,32.45,1.99
280,Cap Malheureux,20,MU,1567724120,83,-19.98,57.61,69.8,3.36
281,Kuusamo,75,FI,1567724120,82,65.96,29.19,57.2,12.75
282,Grand Gaube,20,MU,1567724104,83,-20.01,57.66,69.8,3.36
283,Adrar,40,DZ,1567724121,44,27.87,-0.29,80.6,16.11
284,Nanortalik,100,GL,1567724121,85,60.14,-45.24,43.43,4.74
285,Yazd,0,IR,1567724121,19,31.89,54.36,78.8,9.17
286,Severo-Kurilsk,100,RU,1567724121,96,50.68,156.12,50.45,14.18
287,Killybegs,100,IE,1567724122,89,54.63,-8.45,55.99,10.0
288,Magadan,29,RU,1567724122,88,59.56,150.8,53.51,1.83
289,Quesnel,1,CA,1567724122,38,52.98,-122.49,75.2,4.7
290,Mayakonda,100,IN,1567724122,90,14.29,76.08,71.69,16.33
291,Ketchikan,1,US,1567724122,77,55.34,-131.65,60.8,17.22
292,Hambantota,49,LK,1567724123,82,6.12,81.12,80.87,16.42
293,Thinadhoo,52,MV,1567724123,80,0.53,72.93,82.31,13.91
294,Tateyama,40,JP,1567724123,65,36.66,137.31,84.99,6.93
295,Luderitz,0,NA,1567724124,35,-26.65,15.16,71.6,12.75
296,Cabedelo,0,BR,1567724124,88,-6.97,-34.84,75.2,6.93
297,Tanout,90,NE,1567724124,57,14.97,8.88,81.23,14.81
298,Oparino,40,RU,1567724124,96,59.85,48.28,50.09,2.62
299,Andros Town,13,BS,1567724124,76,24.73,-77.79,87.01,1.01
300,Saint-Joseph,1,FR,1567724125,78,43.56,6.97,75.2,8.05
301,Balsas,33,BR,1567724125,35,-7.53,-46.04,80.87,4.34
302,Ambilobe,56,MG,1567724126,87,-13.19,49.05,67.37,3.56
303,Deputatskiy,68,RU,1567724126,60,69.3,139.9,42.71,2.82
304,Vila Velha,0,BR,1567723922,74,-3.71,-38.6,80.6,8.05
305,Pokhara,100,NP,1567723985,93,28.21,83.99,57.11,1.97
306,Gat,20,SN,1567724126,88,14.69,-16.54,84.2,2.24
307,Isilkul,66,RU,1567724126,91,54.9,71.26,47.03,16.89
308,Esperance,46,AU,1567724127,93,-33.86,121.89,35.6,8.05
309,Neiafu,40,TO,1567724127,69,-18.65,-173.98,77.0,4.7
310,Pisco,0,PE,1567724128,30,-13.71,-76.2,71.6,12.75
311,Half Moon Bay,1,US,1567724128,72,37.46,-122.43,75.99,11.41
312,Kashmor,38,PK,1567724128,43,28.43,69.58,95.27,5.75
313,Zapolyarnyy,75,RU,1567724128,93,69.43,30.82,48.2,12.75
314,Marsa Matruh,0,EG,1567724128,69,31.35,27.25,77.0,6.93
315,Morros,40,BR,1567724129,78,-2.87,-44.04,80.6,13.87
316,Praia da Vitoria,75,PT,1567724016,77,38.73,-27.07,69.8,18.75
317,Kulhudhuffushi,100,MV,1567724129,80,6.62,73.07,82.13,10.71
318,Pringsewu,87,ID,1567724129,85,-5.36,104.98,69.53,0.85
319,Funtua,50,NG,1567724130,93,11.52,7.31,70.43,5.41
320,Beringovskiy,49,RU,1567724130,69,63.05,179.32,52.43,2.35
321,Iranshahr,18,IR,1567724130,17,27.21,60.69,76.91,5.14
322,Staryy Nadym,93,RU,1567724130,77,65.61,72.68,54.05,11.34
323,Oron,97,NG,1567724130,96,4.81,8.23,73.31,2.59
324,Walvis Bay,0,NA,1567724130,87,-22.95,14.51,55.0,4.7
325,Lodja,63,CD,1567724131,68,-3.52,23.6,74.39,2.42
326,Muscat,0,OM,1567723911,62,23.6,58.55,86.0,2.24
327,Santa Cruz,12,BR,1567724131,75,-6.22,-36.02,71.33,17.43
328,Wanning,90,AT,1567724131,87,48.64,13.53,57.99,10.29
329,Carballo,40,ES,1567724131,72,43.21,-8.69,64.0,6.93
330,Kaeo,22,NZ,1567724132,100,-35.1,173.78,53.01,19.44
331,Sretensk,25,RU,1567724132,80,52.24,117.7,58.19,2.73
332,Ljungby,40,SE,1567724132,100,56.83,13.94,55.4,9.17
333,Linxia,91,CN,1567724132,67,35.6,103.21,59.09,3.74
334,Corowa,75,AU,1567724132,93,-36.0,146.39,53.6,3.36
335,Hobyo,76,SO,1567724133,82,5.35,48.53,76.55,21.9
336,Ubatuba,90,BR,1567723873,77,-23.43,-45.08,60.8,8.05
337,Rocha,97,UY,1567724133,92,-34.48,-54.34,38.75,3.65
338,Bukama,63,CD,1567724133,43,-9.2,25.85,70.43,2.26
339,Honningsvag,0,NO,1567724133,87,70.98,25.97,46.4,3.36
340,Rudnogorsk,86,RU,1567724134,92,57.27,103.75,42.53,3.6
341,Ginda,88,IN,1567724134,95,30.69,78.49,61.43,1.61
342,Marzuq,94,YE,1567724134,28,14.4,46.47,83.75,3.02
343,Sur,100,OM,1567724121,57,22.57,59.53,79.97,0.81
344,Ust-Tsilma,4,RU,1567724135,97,65.44,52.15,45.41,1.88
345,Mount Pleasant,1,US,1567724135,32,33.16,-94.97,98.6,3.36
346,Kawalu,88,ID,1567724135,80,-7.38,108.21,67.73,4.65
347,Dicabisagan,100,PH,1567724135,75,17.08,122.42,80.87,1.25
348,Taoudenni,4,ML,1567724136,15,22.68,-3.98,99.77,10.04
349,Dzaoudzi,0,YT,1567724136,94,-12.79,45.27,69.8,3.36
350,Mitsamiouli,0,KM,1567724136,73,-11.38,43.28,77.09,4.9
351,Biloela,0,AU,1567724136,15,-24.4,150.51,79.97,14.29
352,Sao Filipe,100,CV,1567724136,82,14.9,-24.5,79.97,17.07
353,Tevaitoa,67,PF,1567724137,80,-16.78,-151.5,74.75,23.06
354,Lasa,40,CY,1567724137,83,34.92,32.53,78.8,4.7
355,Fonte Boa,79,BR,1567724137,86,-2.51,-66.09,78.35,8.34
356,Cukai,98,MY,1567724137,94,4.25,103.42,77.0,3.36
357,Yenagoa,100,NG,1567724137,95,4.92,6.26,75.11,3.33
358,Xinzhi,75,TW,1567724138,94,22.54,120.62,80.6,3.22
359,Barberton,100,SZ,1567724147,93,-25.78,31.05,64.0,4.7
360,Kununurra,16,AU,1567724147,93,-15.77,128.74,64.4,3.36
361,Portobelo,40,PA,1567724147,79,9.55,-79.65,84.2,6.93
362,Tiarei,75,PF,1567724148,61,-17.53,-149.33,82.0,6.93
363,Katsuura,75,JP,1567724148,88,33.93,134.5,79.0,9.17
364,Gotsu,92,JP,1567724148,80,35.01,132.22,79.97,12.71
365,Souris,20,CA,1567724148,45,46.36,-62.25,64.4,5.82
366,Tamandare,68,BR,1567724148,84,-8.28,-70.75,74.21,3.62
367,Shelburne,1,CA,1567724149,55,44.08,-80.2,69.01,9.17
368,Itarema,0,BR,1567724149,86,-2.92,-39.92,75.29,5.44
369,Bredasdorp,5,ZA,1567724149,71,-34.53,20.04,57.0,13.87
370,Zhezkazgan,100,KZ,1567724149,75,47.8,67.71,51.35,18.52
371,Palmer,40,AU,1567724149,66,-34.85,139.16,54.0,24.16
372,Ciudad Bolivar,21,VE,1567724150,64,8.12,-63.55,83.39,4.23
373,Ulladulla,20,AU,1567724150,100,-35.36,150.48,61.0,6.6
374,Puerto Leguizamo,90,CO,1567724150,94,-0.19,-74.78,73.85,0.29
375,Newport,71,GB,1567724150,81,51.59,-3.0,57.0,10.29
376,Rudkobing,1,DK,1567724151,81,54.94,10.71,55.99,8.05
377,Touros,20,BR,1567724151,83,-5.2,-35.46,77.0,8.05
378,Lagoa,0,PT,1567724151,88,37.14,-8.45,75.99,5.82
379,Bundaberg,0,AU,1567724151,82,-24.87,152.35,77.0,9.17
380,Riyadh,0,SA,1567724152,17,24.63,46.72,93.2,2.24
381,Coquimbo,0,CL,1567724148,76,-29.95,-71.34,53.6,10.29
382,Namatanai,100,PG,1567724152,84,-3.66,152.44,77.27,20.15
383,Camacha,75,PT,1567724152,68,33.08,-16.33,71.6,12.75
384,Yulara,0,AU,1567724152,35,-25.24,130.99,51.8,12.75
385,Lavrentiya,100,RU,1567724153,81,65.58,-170.99,47.39,5.99
386,Suhbaatar,100,MN,1567724153,75,50.23,106.21,52.97,9.57
387,Iracoubo,58,GF,1567724154,83,5.48,-53.21,77.99,7.29
388,Sistranda,75,NO,1567724154,93,63.73,8.83,52.0,14.99
389,Oussouye,20,SN,1567724154,88,12.49,-16.54,80.6,6.93
390,Beloha,10,MG,1567724154,96,-25.17,45.06,65.03,6.33
391,Barguzin,100,RU,1567724155,91,53.62,109.63,43.61,3.29
392,Bud,54,NO,1567724155,81,62.91,6.91,48.2,6.93
393,Mangan,98,IN,1567724155,85,27.5,88.54,59.99,1.97
394,Axim,94,GH,1567724156,92,4.87,-2.24,76.37,11.34
395,Batemans Bay,91,AU,1567724156,83,-35.71,150.18,60.01,8.99
396,Shu,63,KZ,1567723968,58,43.6,73.76,61.07,15.12
397,Baiquan,48,CN,1567724156,82,47.61,126.08,70.61,7.94
398,Vila,75,IT,1567724156,93,45.18,8.4,60.01,23.04
399,Kazerun,0,IR,1567724156,17,29.62,51.65,76.55,3.87
400,Sokoni,1,CD,1567724157,52,-12.89,28.78,58.55,5.03
401,Akdepe,0,TM,1567724157,58,42.05,59.39,57.2,2.24
402,Obihiro,75,JP,1567724157,93,42.92,143.2,62.6,1.12
403,Codrington,90,AU,1567724157,100,-28.95,153.24,64.4,8.05
404,Zyryanka,100,RU,1567724158,67,65.73,150.89,48.29,18.7
405,Nikolayevsk-na-amure,0,RU,1567724158,60,53.14,140.72,63.05,4.5
406,Kurchum,29,KZ,1567724158,43,48.57,83.65,57.83,6.73
407,Nanchong,100,CN,1567724072,80,30.8,106.08,73.49,3.91
408,Natal,0,BR,1567724158,73,-5.81,-35.21,77.0,13.87
409,Northallerton,20,GB,1567724159,81,54.34,-1.43,57.99,14.99
410,Fez,0,MA,1567724159,38,34.03,-5.02,75.2,9.17
411,Komsomolskiy,91,RU,1567724159,96,67.55,63.78,48.11,5.17
412,Peleduy,96,RU,1567724159,92,59.63,112.75,49.01,2.28
413,Saint-Francois,0,FR,1567724159,54,46.42,3.91,59.0,5.82
414,Rio Grande,0,BR,1567724066,87,-32.03,-52.1,50.0,5.59
415,Geraldton,90,CA,1567724160,100,49.72,-86.95,50.0,5.82
416,Isangel,75,VU,1567724160,64,-19.55,169.27,75.2,6.93
417,Yar-Sale,0,RU,1567724160,92,66.83,70.83,48.47,11.39
418,Altay,0,CN,1567724160,48,47.83,88.13,43.07,6.02
419,Dawson Creek,20,CA,1567724161,37,55.76,-120.23,68.0,4.7
420,Kokstad,100,ZA,1567724161,95,-30.55,29.42,44.15,3.22
421,Brae,100,GB,1567724161,93,60.4,-1.35,50.0,13.87
422,Waingapu,83,ID,1567724162,72,-9.65,120.26,75.29,9.48
423,Severomuysk,100,RU,1567724162,90,56.17,113.57,39.83,5.84
424,Mozarlandia,18,BR,1567724162,11,-14.74,-50.57,83.75,3.94
425,Vuktyl,34,RU,1567724162,94,63.86,57.31,48.83,5.44
426,Changde,0,CN,1567724162,72,29.04,111.68,75.11,2.98
427,Puerto del Rosario,0,ES,1567724163,69,28.5,-13.86,73.4,8.05
428,Genhe,100,CN,1567724163,90,50.78,121.52,58.19,2.66
429,Grindavik,75,IS,1567724163,100,63.84,-22.43,51.8,2.24
430,Tricase,5,IT,1567724163,94,39.93,18.36,73.0,3.36
431,Teya,75,MX,1567724163,75,21.05,-89.07,89.6,6.93
432,Cairns,39,AU,1567723941,52,-16.92,145.77,73.0,6.49
433,Taltal,69,CL,1567724164,62,-25.41,-70.49,53.87,2.77
434,Santa Cruz de la Palma,75,ES,1567724164,78,28.68,-17.76,75.2,17.22
435,Hearst,32,CA,1567724164,67,49.69,-83.67,51.53,3.89
436,Anloga,20,GH,1567724164,88,5.79,0.9,77.0,10.29
437,Calama,0,CL,1567724165,7,-22.46,-68.93,71.6,20.8
438,Mayo,75,CA,1567724165,37,63.59,-135.9,66.2,5.82
439,Coffs Harbour,0,AU,1567724165,59,-30.3,153.13,62.6,8.05
440,Mecca,17,SA,1567724166,47,21.43,39.83,84.29,8.23
441,Plyussa,0,RU,1567724166,90,58.42,29.37,57.11,8.34
442,Mandalgovi,100,MN,1567724166,53,45.76,106.27,65.03,6.69
443,Vrangel,100,RU,1567724167,93,42.73,133.08,69.35,2.08
444,Burnie,99,AU,1567724168,83,-41.05,145.91,46.99,15.99
445,San Jose,20,HN,1567724168,26,14.25,-87.96,95.0,9.17
446,Trairi,2,BR,1567724168,86,-3.28,-39.27,72.59,5.06
447,Hailey,5,US,1567724169,34,43.52,-114.32,86.0,4.7
448,Kidal,13,ML,1567724169,27,18.44,1.41,94.55,13.56
449,Ventspils,0,LV,1567724169,72,57.39,21.56,60.8,12.75
450,Oktyabrskoye,20,RU,1567724170,100,56.73,85.44,46.0,2.24
451,Ivybridge,0,GB,1567724170,93,50.39,-3.92,52.0,2.24
452,Oriximina,81,BR,1567723901,61,-1.77,-55.87,85.01,5.86
453,Amahai,30,ID,1567724171,83,-3.31,129.0,76.91,9.22
454,Shingu,63,JP,1567724171,73,33.72,135.99,76.91,6.35
455,Koumac,0,NC,1567724171,68,-20.56,164.28,68.63,12.03
456,Chimbote,9,PE,1567724171,90,-9.08,-78.59,60.53,9.37
457,Maryville,1,US,1567724171,51,35.76,-83.97,87.8,4.7
458,Shihezi,11,CN,1567724172,58,44.3,86.03,63.41,10.94
459,Pakxe,100,LA,1567724172,94,15.12,105.78,74.75,4.18
460,Coihaique,90,CL,1567724172,69,-45.58,-72.07,35.6,6.93
461,Machaneng,14,BW,1567724172,22,-23.19,27.49,65.75,15.86
462,Canberra,82,AU,1567724173,81,-35.3,149.1,55.99,1.01
463,Pangoa,81,PE,1567724173,97,-12.12,-73.0,67.37,2.51
464,Emerald,0,AU,1567724173,24,-23.53,148.16,73.99,6.93
465,Llata,99,PE,1567724173,72,-9.55,-76.82,43.97,5.19
466,Carnarvon,0,ZA,1567724046,67,-30.97,22.13,47.21,15.35
467,Narasannapeta,100,IN,1567724174,94,18.42,84.04,75.83,3.49
468,Maceio,75,BR,1567723886,88,-9.67,-35.74,73.4,6.93
469,Narsaq,100,GL,1567724174,61,60.91,-46.05,46.4,2.24
470,Nalgonda,100,IN,1567724174,79,17.05,79.27,76.19,17.38
471,Moerai,99,PF,1567724174,70,-22.43,-151.33,68.09,27.58
472,Awjilah,0,LY,1567724174,78,29.14,21.3,72.41,7.14
473,Ende,100,ID,1567724175,80,-8.84,121.65,75.65,1.7
474,San Pedro,96,AR,1567724175,60,-33.68,-59.66,48.99,1.99
475,San Patricio,100,PY,1567724175,88,-26.98,-56.83,54.59,5.88
476,Morbegno,75,IT,1567724175,82,46.13,9.57,66.2,5.82
477,Udomlya,63,RU,1567724176,96,57.88,35.0,49.91,4.74
478,Progreso,40,UY,1567724176,81,-34.68,-56.22,50.0,11.41
479,Le Port,97,FR,1567724176,74,42.87,1.37,57.99,5.01
480,Broken Hill,90,AU,1567724177,50,-31.97,141.45,51.8,26.4
481,Niort,0,FR,1567723899,67,46.32,-0.46,59.0,14.99
482,Mizdah,30,LY,1567724177,70,31.45,12.98,68.81,5.57
483,Riberalta,27,BO,1567724177,52,-11.0,-66.08,89.6,4.32
484,Lazo,58,RU,1567724177,87,45.88,133.65,69.71,9.13
485,Gebze,40,TR,1567724178,88,40.8,29.43,73.4,10.29
486,Mbuji-Mayi,30,CD,1567724178,48,-6.13,23.6,78.35,4.03
487,San Vicente,20,EC,1567724178,65,-0.59,-80.41,77.0,11.41
488,Hondo,1,US,1567724178,32,29.35,-99.14,96.8,10.29
489,College,1,US,1567724178,59,64.86,-147.8,63.0,4.7
490,Dvinskoy,83,RU,1567724179,98,62.16,45.12,49.55,2.64
491,Puerto Baquerizo Moreno,40,EC,1567724179,78,-0.9,-89.6,73.4,18.34
492,Miles City,1,US,1567724179,15,46.41,-105.84,90.0,6.93
493,Chumikan,53,RU,1567724179,58,54.72,135.31,60.89,2.48
494,Bonthe,100,SL,1567724179,92,7.53,-12.5,76.55,6.71
495,Almaznyy,0,RU,1567724180,37,48.03,40.04,66.2,11.18
496,Ingham,35,AU,1567724180,17,-18.65,146.16,82.85,1.74
497,Haines Junction,1,CA,1567724180,37,60.75,-137.51,57.11,4.59
498,Havelock,90,US,1567724180,83,34.88,-76.9,79.0,18.34
499,Igarka,99,RU,1567724180,88,67.47,86.57,50.27,6.31
500,Eyl,2,SO,1567724181,74,7.98,49.82,75.29,23.49
501,Nebolchi,86,RU,1567724181,85,59.12,33.35,57.47,8.1
502,Velsk,82,RU,1567724181,97,61.07,42.1,49.19,2.51
503,Kosonsoy,72,UZ,1567724181,45,41.25,71.55,66.2,0.94
504,Mahibadhoo,42,MV,1567724182,75,3.78,72.97,83.03,8.1
505,Bahir Dar,77,ET,1567724182,92,11.59,37.39,57.29,3.65
506,Loznica,0,RS,1567724182,100,44.54,19.23,59.0,2.24
507,Sibolga,97,ID,1567723942,82,1.74,98.78,81.41,11.36
508,Husavik,51,CA,1567724182,73,50.56,-96.99,70.0,9.57
509,Bukoba,36,TZ,1567724182,68,-1.33,31.81,67.91,0.92
510,Barkly West,19,ZA,1567724045,50,-28.54,24.52,51.8,8.05
511,Pindobacu,0,BR,1567724183,82,-10.74,-40.36,67.37,8.39
512,Cidreira,38,BR,1567724183,68,-30.17,-50.22,54.59,11.14
513,Kudat,75,MY,1567724183,100,6.89,116.84,75.2,1.12
514,Radcliff,1,US,1567724183,47,37.84,-85.95,80.6,5.82
515,Saint-Augustin,40,CA,1567724184,55,45.63,-73.98,70.0,6.93
516,Mae Sai,20,MM,1567724184,100,20.44,99.89,77.0,4.7
517,Dingzhou,17,CN,1567724184,93,38.51,115.0,62.6,2.24
518,Iskateley,64,RU,1567724184,94,67.68,53.15,46.85,9.4
519,Barra dos Coqueiros,40,BR,1567724185,78,-10.91,-37.04,78.8,12.75
520,Boyolangu,96,ID,1567724185,81,-8.09,111.9,70.61,4.61
521,La Ronge,75,CA,1567724185,63,55.1,-105.3,62.6,20.8
522,Sili,0,CN,1567724185,83,28.38,117.2,78.71,2.82
523,Fortuna,90,US,1567724185,72,40.6,-124.16,70.0,12.75
524,Thisted,14,DK,1567724186,71,56.96,8.68,54.0,18.75
525,Mattru,100,SL,1567724186,96,7.62,-11.83,74.93,5.35
526,Soure,0,PT,1567724186,72,40.06,-8.63,64.4,1.12
527,Gillette,1,US,1567724186,22,44.29,-105.5,86.0,6.93
528,Vila Franca do Campo,75,PT,1567724186,72,37.72,-25.43,71.01,5.82
529,Ormara,87,PK,1567724187,87,25.21,64.64,79.79,5.79
530,Pauini,75,BR,1567724187,57,-7.71,-67.0,82.67,2.64
531,Buenaventura,72,CO,1567724187,85,3.89,-77.07,79.25,9.01
532,Wajima,41,JP,1567724188,81,37.4,136.9,79.97,1.57
533,Tura,0,RU,1567724188,64,64.27,100.22,38.75,4.12
534,Manaure,40,CO,1567724189,70,11.78,-72.45,87.8,16.11
535,Samana,20,EC,1567724189,69,0.12,-76.97,82.4,4.7
536,Fuerte Olimpo,100,BR,1567724189,43,-21.04,-57.87,77.81,7.52
537,Port Blair,100,IN,1567724190,82,11.67,92.75,81.95,21.99
538,Rome,0,IT,1567724163,77,41.89,12.48,73.0,4.7
539,Ostrovnoy,100,RU,1567724190,83,68.05,39.51,54.77,17.2
540,Alofi,75,NU,1567724190,88,-19.06,-169.92,78.8,10.29
541,Witu,20,KE,1567724193,83,-2.39,40.44,77.0,4.74
542,Lac du Bonnet,51,CA,1567723965,95,50.25,-96.06,66.0,10.89
